airport,lat,lon
SLO,438.64287222,-88.96418528
SFY,542.04583333,-90.10794444
2H0,139.41130278,-88.84552222
SAR,138.14886361,-89.69850389
SPI,39.84461111,-89.67755556
RD,239.04560194,-89.84065278
SQI,941.74283333,-89.67627778
TAZ,339.53258550,-89.33070692
K96,39.78119722,-88.30644583
C16,140.14639978,-88.19848758
VLA,538.99146583,-89.16618944
2T2,139.01444444,-88.53927778
2C6,340.77400000,-90.07441667
I99,440.23251333,-85.63753056
AID,240.10861111,-85.61300000
ANQ,141.63969833,-85.08349333
GWB,641.30719750,-85.06051694
HLB,339.34311111,-85.25841667
BFR,438.84002778,-86.44536111
1I3,939.04272222,-87.00275000
BMG,639.14602111,-86.61668028
C40,440.71671333,-85.24997083
I91,438.04209722,-87.31607083
0I2,139.47673556,-87.09970917
BAK,939.26191500,-85.89633889
CEV,139.69819444,-85.13113889
1I8,540.57320278,-85.89959722
CFJ,739.97462500,-86.92107500
1I9,140.54081083,-86.68146639
3C1,541.65699306,-86.03472389
EKM,741.71940617,-86.00321897
78I,939.50164722,-86.68850181
EVV,138.04080417,-87.52849361
3EV,238.01194444,-87.59486111
5I2,440.53975833,-86.54833306
SMD,641.14336111,-85.15277778
FWA,640.97847222,-85.19516667
FKR,540.27343083,-86.56217028
3FK,339.42643889,-86.05832194
FRH,238.50622222,-86.63694444
5I6,940.58420500,-86.25694028
GYY,541.61725000,-87.41452778
GSH,41.52613267,-85.79432550
GPC,939.63352778,-86.81380556
GFD,39.79032083,-85.73608861
I34,439.32001250,-85.52511806
05C,741.51984100,-87.39950797
I61,239.88916667,-85.16333333
64I,138.63144167,-85.44341944
3HO,41.55590000,-87.26392222
HNB,438.24901694,-86.95281944
HHG,540.85291667,-85.45705556
HFY,739.62761111,-86.08802778
EYE,239.83071722,-86.29438556
UMP,339.93539847,-86.04506772
MQJ,239.84313778,-85.89773556
7L8,739.75004278,-86.01387111
TYQ,540.02860944,-86.25140556
2R2,239.74677778,-86.47516667
IND,439.71730556,-86.29463889
JVY,38.36661833,-85.73814472
C62,41.47271556,-85.26079750
50I,40.75874233,-87.42912531
OXI,141.32970194,-86.66460944
8I3,540.43337083,-86.20332722
OKK,440.52765583,-86.05973722
LAF,40.41230444,-86.93689750
C98,41.15003444,-87.46253278
PPO,341.57246694,-86.73452778
6I4,40.00726361,-86.44055528
GGP,40.71126444,-86.37270472
C97,341.23016944,-87.50769444
IMS,438.75991667,-85.46469444
MZZ,740.48991667,-85.67977778
C92,741.15004333,-86.06249667
RD,41.46336972,-87.32364667
MGC,141.70331528,-86.82124000
MCX,40.71019389,-86.76679389
MIE,40.24247222,-85.39575000
7I2,740.15523889,-85.31894583
C03,641.44615694,-85.93604583
UWL,339.87673167,-85.32528667
HBE,939.33926389,-86.02977778
I80,240.00350556,-85.96451944
OVO,339.04533333,-85.60561111
I20,338.84978603,-87.49977606
7I4,538.65838694,-86.44304417
I42,338.58480389,-86.46494833
I76,40.78577222,-86.14643333
GUS,340.64809167,-86.15211944
C65,941.36513056,-86.30025778
PLD,740.45151750,-84.99171778
RZL,40.94782333,-87.18264806
RID,639.75608333,-84.84269444
RCR,441.06554753,-86.18170289
I83,338.60407569,-86.15225161
3R8,138.65770000,-85.79058472
SER,138.92425644,-85.90972058
GEZ,439.58313889,-85.80480556
5I4,540.17815556,-86.21706944
SBN,41.70822389,-86.31733750
SIV,939.11471250,-87.44832917
TEL,138.01886111,-86.69241667
3I3,939.54778667,-87.37735250
HUF,439.45063194,-87.30699000
VPZ,841.45397222,-87.00708333
8I1,38.69450639,-85.19828694
IWH,540.76197222,-85.79875000
ASW,741.27469444,-85.84008333
DCY,338.70076694,-87.13129000
4C2,341.43116139,-84.98163167
I72,140.04892639,-86.15776750
RWN,541.09226306,-86.61287111
I22,140.16769444,-84.92938889
K78,38.90405556,-97.23586111
ANY,437.15988889,-98.07952778
2K8,237.27536667,-97.75875000
K58,137.16669361,-99.77512806
K59,139.57052472,-95.18033139
ADT,439.84033850,-101.04248292
3AU,737.66983444,-97.07802611
K64,138.83613056,-95.18203611
07S,237.65930417,-96.52769167
RPB,439.81774250,-97.65980861
K61,739.47236111,-98.12833944
1K1,237.77444444,-97.11322222
5K0,139.74413889,-101.55647222
8K0,937.54569444,-99.64216667
UKL,638.30248194,-95.72495750
01K,637.03661111,-97.58555556
CNU,937.66788389,-95.48671556
8K8,537.83286472,-100.34815833
CYW,439.38713889,-97.15722222
CFV,737.09400000,-95.57200000
CBK,839.42745861,-101.04661972
3K8,337.22286111,-99.33202778
CNK,39.54986778,-97.65204056
9K0,38.35862556,-96.55445167
K63,38.67647222,-96.57275000
K65,138.48890808,-100.48167161
DDC,37.76312111,-99.96542361
9K6,237.80044444,-96.79902778
EQA,737.77411111,-96.81772222
EHA,37.00078222,-101.88002778
1K6,138.37284028,-98.59864306
9K7,638.75100000,-98.22916667
EMP,38.33056333,-96.18993194
11K,37.46117222,-95.24194444
13K,37.85161611,-96.29202444
FLV,39.36757556,-94.91433972
FRI,839.05263889,-96.76450833
FSK,37.79836111,-94.76936111
18K,637.38427778,-100.18619444
3KS,37.43608450,-100.27213100
1K7,137.58070417,-95.83715556
GCK,37.92752778,-100.72441667
K34,438.80684833,-94.95674944
K68,138.27730556,-95.21522222
HOA,37.65724722,-97.62987222
GLD,139.37074083,-101.69873389
GBD,838.34425139,-98.85919694
9KS,137.62270000,-99.22837778
8K2,137.27818639,-98.04347833
HYS,38.84222222,-99.27316667
HRU,738.69472222,-96.80797222
K87,739.87917000,-95.52525972
HLC,39.38019444,-99.83147222
M66,238.34157083,-97.21387222
K91,139.67884697,-95.53421194
1F5,839.36508333,-100.43808333
HQG,37.16335833,-101.37067750
HUT,238.06615472,-97.86048972
IDP,137.15792631,-95.77895025
30K,837.90686111,-100.53141667
K88,637.86822222,-95.38694444
K79,537.98444444,-99.89433333
JHN,937.58539000,-101.73230306
3JC,239.04333333,-96.84327778
9K8,937.66901611,-98.12389169
33K,137.90899444,-99.40310556
4KS,337.04516389,-98.57018056
K94,438.54681944,-99.28975000
36K,237.96944444,-101.25558333
LQR,38.20860408,-99.08591408
LWC,739.01111111,-95.21647222
3K7,238.45752639,-101.35086472
LBL,837.04392111,-100.95996861
K71,39.05806194,-98.16699722
38K,939.06195500,-98.52534417
39K,738.69172222,-95.69016667
LYO,138.34025000,-98.22855556
8KS,738.27869444,-98.07805000
MPR,438.35239361,-97.69129833
MHK,539.14141667,-96.67155556
RD,39.10194250,-96.41777667
TKO,339.80279000,-98.22116194
43K,338.33761111,-96.98825000
MYZ,139.85642917,-96.63071250
MEJ,137.27867506,-100.35645567
M64,37.36391194,-100.47126056
3K4,337.30760800,-100.47631447
K51,837.26541117,-98.54790589
45K,39.09433333,-97.72105556
2K6,737.38091667,-96.27111111
K17,37.58566667,-100.47013889
47K,138.20909167,-97.50272500
2K7,437.43536444,-95.64611889
48K,838.47375694,-99.90911889
EWK,438.05707944,-97.27520667
NRN,139.85047222,-99.89469444
49K,937.45557389,-97.83366500
OEL,739.11175000,-100.81675000
OIN,939.83438444,-100.53983417
IXD,238.83091667,-94.89030556
51K,638.93109444,-94.88481111
OJC,238.84759778,-94.73758389
52K,639.49795000,-96.17508333
53K,438.63350000,-95.80180556
K75,39.43329306,-98.68001806
K67,737.15938889,-95.04150000
OWI,38.53917425,-95.25318461
55K,337.26910833,-97.09335417
K81,838.54064139,-94.92022333
PPF,37.33081361,-95.50617500
PHG,439.73567889,-99.31753028
PTS,37.45005556,-94.73122222
S44,137.26853522,-100.58392717
1KS,438.17343333,-94.69032500
0P1,239.83169444,-99.56844444
PTT,137.70252778,-98.74700000
1QK,939.03859000,-100.23388833
6KS,537.55929450,-97.06487400
K50,137.56538519,-97.17462486
RSL,138.87136358,-98.81160372
K83,839.90544444,-95.77669444
SYF,439.75916667,-101.79466583
SLN,438.79061111,-97.65222222
1K9,237.45666667,-100.98461111
TQK,38.47502306,-100.88443889
61K,537.14838528,-96.18526972
62K,739.84761111,-96.11691667
K82,339.76261111,-98.79450000
K22,737.99377267,-97.92653322
3TA,137.95834833,-98.65036194
63K,738.82125000,-94.60952778
RCP,139.34658333,-99.30463889
19S,637.49686111,-100.83291667
3K3,537.99858306,-101.74760778
TOP,239.06882300,-95.62237592
FOE,238.95094917,-95.66361361
5K2,838.45146333,-101.75007917
ULS,437.60400000,-101.37355556
0H1,339.00652778,-99.89294444
69K,939.19785833,-96.25894028
K38,339.73516667,-97.04758333
EGT,337.32499572,-97.38835597
BEC,537.69391667,-97.21491667
CEA,537.64859833,-97.25059944
ICT,37.64995250,-97.43304278
71K,37.64769444,-97.38369444
AAO,37.74757417,-97.22111778
72K,37.60422222,-97.35886111
IAB,537.62311597,-97.26762917
WLD,37.16861111,-97.03752778
3JA,37.85474206,-95.74789103
DWU,638.55446083,-82.73766194
BRY,837.81433333,-85.49963889
BWG,136.96452778,-86.41966667
1M9,136.81780139,-87.90751667
M34,837.00981361,-88.29940222
AAS,237.35827778,-85.30941667
I96,337.08474583,-85.34867917
CVG,139.04883750,-84.66782083
0I8,738.36616389,-84.28334444
DVK,437.57756139,-84.76948778
8M7,137.18591667,-87.67500000
EKX,837.68600000,-85.92502778
ROAD,136.80213333,-87.17672083
2I3,137.60981528,-86.50716528
K62,38.70406389,-84.39182667
FGX,138.54160556,-83.74401861
HOP,736.67295600,-87.49181950
FTK,737.90706528,-85.97203611
FFT,938.18173167,-84.90675028
1M7,636.52563889,-88.91783333
27K,38.23443417,-84.43468361
GLW,937.03177639,-85.95375583
M21,337.22622222,-87.15638889
I93,137.78480556,-86.44127778
I35,36.85933139,-83.35847444
JQD,737.45854778,-86.84982417
CPF,337.38736361,-83.26159944
EHR,37.80783333,-87.68569444
HVC,736.85696861,-87.45507861
JKL,637.59385917,-83.31724056
K24,37.00969444,-85.10275000
M20,37.39975000,-86.26127778
KY8,237.95420917,-86.85598472
LEX,38.03674167,-84.60861722
LOZ,37.08689167,-84.07739333
SDF,38.17408500,-85.73649361
LOU,538.22798472,-85.66374833
2I0,137.35592750,-87.39821972
GDA,237.33593944,-88.11067083
M25,836.76962917,-88.58466806
1A6,436.61026000,-83.73731528
EKQ,536.85527778,-84.85613889
SYM,538.21500000,-83.58761111
ROAD,38.11118972,-83.87353194
IOB,38.05813472,-83.97957333
CEY,536.66458111,-88.37277556
LANE,36.73111111,-88.24722222
OWB,937.73883417,-87.16682856
PAH,137.06028833,-88.77295889
PBX,837.56181144,-82.56643197
18I,736.69538889,-84.39150000
SJS,37.75096028,-82.63673167
2M0,937.11513217,-87.85708217
8M9,537.42411111,-87.73597222
RGA,337.63153417,-84.33244000
4M7,436.79961111,-86.81091667
SME,837.05358333,-84.61563889
6I2,837.63347750,-85.24183694
I50,137.84981047,-83.84583342
TWT,937.54177778,-87.95436111
TZV,436.72902778,-85.65238889
ROAD,137.81590056,-85.96468528
8GK,238.67949917,-84.92889806
9I3,437.91443333,-83.25194306
BYL,836.79499917,-84.19951750
IYA,629.97577778,-92.08422222
AEX,931.32737167,-92.54855583
ESF,531.39490417,-92.29577306
RD,529.95194444,-90.28611111
5F0,632.53208333,-92.95277778
BQP,832.75608333,-91.88058333
BTR,330.53291667,-91.14988889
BXA,30.81368639,-89.86496444
BAD,632.50193333,-93.66262778
2R6,630.95674722,-92.23409972
F86,832.12216667,-92.05450000
0R7,31.99027778,-93.30761111
L31,230.44504639,-89.98889389
RD,30.50963583,-90.15285722
3R2,30.16177778,-92.48397222
0M9,32.41072222,-91.49852778
5R8,830.44108333,-93.47361111
DRI,30.83172278,-93.33991556
RD,430.39909028,-92.40902111
4R7,530.46628389,-92.42379917
F87,532.72482472,-92.33716056
POE,531.04478236,-93.19164208
2R7,930.81944444,-90.11252778
GAO,829.44111111,-90.26111111
REG,930.17136639,-90.94039306
BLVD,129.12453889,-90.20535833
HDC,730.52168750,-90.41837972
5F4,132.78850000,-93.00364417
HUM,629.56650222,-90.66042667
LA3,130.80777778,-91.21333333
2R1,229.89906944,-91.66600000
1R1,31.66881472,-92.15759556
3R7,30.24269903,-92.67349928
F88,32.20200000,-92.73294444
L32,731.62025800,-91.83429206
5F5,532.34460000,-93.79989722
LFT,30.20502667,-91.98775389
LCH,130.12609444,-93.22341278
CWF,130.21058694,-93.14318917
0M8,332.82587917,-91.18766500
L39,831.16819444,-93.34247222
ROAD,630.69741917,-92.41402139
3F3,32.07277778,-93.76561111
3R4,731.54424722,-93.48380556
MKV,831.09465333,-92.06905861
MNE,232.64602778,-93.29808333
MLU,32.51055583,-92.03613361
IER,431.73570189,-93.09916300
ARA,230.03775833,-91.88389611
NBG,29.82721467,-90.02658997
MSY,229.99327222,-90.25902750
NEW,30.04241667,-90.02825000
HZR,830.71833333,-91.47866667
ACP,30.75050861,-92.68849083
9M6,932.84764861,-91.40405556
OPL,130.55839972,-92.09937611
PTN,29.70954639,-91.33897861
2L0,931.34219167,-92.44357778
L66,631.47747222,-92.46116667
M79,732.48541972,-91.77106639
APS,930.08747222,-90.58283333
RSN,332.51322472,-92.58844472
L33,531.97321944,-91.23873333
SHV,32.44651528,-93.82604000
DTN,32.54082167,-93.74383528
ASD,30.34633333,-89.82080556
SPH,732.98372222,-93.40916667
UXL,30.13144444,-93.37616667
M80,232.41626333,-91.14895083
TVR,132.35161111,-91.02768872
L83,829.74779194,-90.83289889
0R4,731.56200000,-91.50647222
3F4,932.86133333,-94.01015361
6R1,30.24185456,-92.83073833
0R5,931.96366222,-92.66026056
F89,632.15302778,-91.69858333
1R4,431.12635278,-92.50128889
BED,242.46994444,-71.28900000
1M8,741.83905556,-71.02647222
BVY,242.58414139,-70.91614444
BOS,42.36294444,-71.00638889
CQX,41.68830417,-69.98965194
1B2,141.35845056,-70.52447056
FMH,441.65913889,-70.52280556
5B6,741.58558333,-70.54036111
FIT,142.55384722,-71.75917389
GDM,942.54988306,-72.01601889
GBR,42.18421417,-73.40324056
28M,142.02513889,-70.83811111
1B6,642.10648583,-71.51009000
HYA,41.66933722,-70.28035917
LWM,42.71704222,-71.12353333
1B9,142.00087917,-71.19804111
GHG,842.09749883,-70.67301986
2B1,241.68527778,-70.40225000
0B5,442.59161111,-72.52300000
ACK,141.25329917,-70.06051139
EWB,141.67656611,-70.95783611
2B2,242.79536111,-70.83944444
AQW,542.69625381,-73.17055306
7B2,242.32800972,-72.61124028
OWD,542.19052778,-71.17294444
ORE,542.56999694,-72.28849833
PSF,42.42763028,-73.29079222
PYM,41.90878833,-70.72762806
PVC,142.07227778,-70.22072222
3B0,542.10111111,-72.03883333
60M,42.29050000,-71.96469444
CEF,342.19401556,-72.53478667
3B3,42.42590250,-71.79285083
6B6,342.46038542,-71.51801189
TAN,341.87408028,-71.01523278
MVY,241.39341750,-70.61387444
BAF,542.15794444,-72.71586111
ORH,42.26713889,-71.87561111
APG,239.46546500,-76.16829222
ANP,38.94287639,-76.56839000
MTN,39.32565944,-76.41376250
BWI,839.17572833,-76.66899111
W48,339.26241667,-76.43212500
CGE,138.53932139,-76.03039528
ADW,238.81079556,-76.86738444
0W3,839.56885667,-76.20410750
CGS,438.98047778,-76.92216861
W41,338.01816667,-75.82686111
1W3,139.60598750,-78.76045972
CBE,239.61566694,-78.76228250
ESN,538.80416000,-76.06899028
58M,439.57416667,-75.86977778
W42,939.50132361,-76.41133472
FME,539.08533389,-76.75945972
FDK,139.41702111,-77.37473222
VKX,38.74864167,-76.95592222
GAI,939.16833333,-77.16600000
HGR,439.70850000,-77.72650000
2W5,238.59704861,-77.07245833
W50,739.24323056,-77.15084722
2W6,38.31570861,-76.55215889
MD1,39.29936111,-75.79938889
W00,438.94135194,-76.77238306
2G4,939.58080556,-79.33594444
OXB,438.31047917,-75.12402528
NHK,938.28633361,-76.40997139
RJD,738.97011333,-75.86632444
NUI,38.14600000,-76.42847222
SBY,738.34018944,-75.50947806
1N5,838.41276933,-75.61693078
3W3,638.91811111,-76.35883333
W29,438.97645472,-76.32996694
DMW,539.60827778,-77.00766667
2W2,439.46701833,-77.01743194
LEW,144.04847278,-70.28350750
AUG,644.32068694,-69.79730861
RD,644.26756889,-69.78171111
BGR,44.80744444,-68.82813889
BHB,944.44970528,-68.36148972
BST,744.40938889,-69.01183333
0B1,244.42516667,-70.80991667
B19,943.46411111,-70.47238889
08B,144.00000000,-69.88713889
0B2,644.76383333,-68.76786111
BXM,143.89235511,-69.93882969
CAR,246.87163889,-68.01819444
B21,545.08531972,-70.21632250
RD,445.88231783,-69.23375283
ME2,744.68000000,-67.26436111
43B,244.72687500,-67.99136111
1B0,945.00450750,-69.23743667
44B,145.17747222,-69.24466667
EPM,144.91011111,-67.01269444
3B4,543.14313431,-70.77343611
7ME,647.20345278,-68.57942083
FVE,47.28550000,-68.31272222
IZG,143.99113889,-70.94788889
3B1,145.46283139,-69.55164944
HUL,546.12460694,-67.79236028
57B,344.30247222,-68.91058333
59B,145.63244417,-70.24749472
PG1,144.86772222,-68.97710556
63B,843.76302778,-70.67247222
LRG,445.36185000,-68.53445778
B10,744.41000000,-70.14608333
65B,144.83655556,-67.02697222
MVM,844.70309556,-67.47859028
66B,745.02962222,-67.36596667
MLT,945.64783333,-68.68555556
OWK,244.71550000,-69.86647222
OLD,544.95233500,-68.67449556
81B,44.15744444,-70.48127778
2B7,644.76852778,-69.37441667
PWM,43.64564350,-70.30861636
PQI,46.68896389,-68.04479139
DR,46.70597222,-68.06063889
PNN,445.20065972,-67.56439889
8B0,644.99209139,-70.66508528
RKD,544.06014222,-69.09966972
98M,843.57571667,-70.51885833
SFM,243.39380556,-70.70800000
93B,144.17322222,-68.68025000
ME5,344.16538889,-68.42816667
ME6,244.17452778,-70.01894444
WVL,344.53325000,-69.67552778
RD,545.30560583,-69.34671472
IWI,543.96141667,-69.71255556
ADG,341.86763667,-84.07730583
35D,542.53043653,-85.82377900
AMN,43.32214194,-84.68793861
APN,745.07808333,-83.56030556
ARB,242.22292756,-83.74570883
Y93,844.99689489,-84.12723436
39G,643.03047778,-82.66946389
BAX,143.78022778,-82.98541694
E53,543.84623333,-83.04679167
7D3,543.87553564,-85.84208250
4M4,143.12858472,-84.38129306
41G,42.84099861,-84.47904722
BTL,42.30647389,-85.25008944
3CM,143.54694444,-83.89547222
SJX,245.69222222,-85.56661111
6Y8,745.72129261,-85.51972622
56C,843.07568056,-85.26852361
ACB,444.98857750,-85.19834667
43G,142.17717917,-83.54502361
BEH,842.12838083,-86.42488111
C20,241.95105556,-86.36808333
RQB,43.72281111,-85.50532000
44G,41.85503750,-83.87076944
6Y1,245.76629767,-84.50381394
N98,645.20881344,-84.98988556
BFA,245.16584153,-84.92411389
45G,942.56995694,-83.77851250
6G8,942.09421389,-84.24091806
55D,743.18052781,-82.98362664
CAD,844.27534750,-85.41894444
W87,42.01787778,-83.37216111
CFS,143.45886083,-83.44544667
CVX,545.30486111,-85.27530556
FPK,742.57408889,-84.81209722
49G,642.57795000,-84.90901250
2M7,845.53161667,-84.30804444
SLH,145.65373778,-84.51929778
50G,943.18102272,-84.13244550
48D,543.83444444,-84.74022222
MI1,943.75186944,-84.81376389
7N4,442.07775000,-83.98602361
51G,643.14340233,-83.79698125
OEB,441.93348889,-85.05230833
55G,743.29780000,-82.60786389
50D,646.00907967,-88.27402564
DET,442.41236361,-83.01059778
ONZ,542.09907806,-83.16146000
DTW,542.21243111,-83.35339333
YIP,42.24027389,-83.53146111
C91,441.99291667,-86.12827778
DRM,146.00931139,-83.74393417
Y94,145.13018392,-85.10681500
59M,445.05486864,-85.35689664
6D9,644.31283333,-83.42230556
60G,242.58380833,-84.65148056
68R,43.39948611,-84.80124306
2E2,642.95160833,-82.77586528
Y87,444.79051639,-86.00276981
ESC,45.72267417,-87.09371583
9C8,43.89486111,-85.28475000
FNT,242.96546389,-83.74473806
3DA,143.05684069,-83.80460008
65G,742.71805822,-84.06068028
66G,643.31435833,-83.71006389
FKS,844.62520167,-86.20085528
FFX,43.43930556,-85.99488889
39Z,743.10511389,-86.12126944
GLR,845.01302778,-84.70344444
4Y4,44.91180556,-84.87533889
GDW,143.97058944,-84.47501972
5M6,244.14037083,-84.43697500
3GM,43.03405556,-86.19816667
4D0,542.77488194,-84.73313639
Y98,446.62036472,-85.92008364
GRR,42.88083333,-85.52280556
GOV,144.68033333,-84.72886111
6D6,443.14213889,-85.25386111
69G,542.44208333,-84.06436111
H80,44.36469167,-83.76282361
CMX,47.16841694,-88.48906944
MGN,345.42547222,-84.91347222
4Y9,144.30779722,-85.77166250
80D,144.05235117,-84.81317664
C04,43.64163333,-86.32906611
9D9,642.66330611,-85.34575333
RD,743.44793056,-84.24543889
5Y1,746.03542917,-84.41769722
Y95,945.08328389,-83.93845836
JYM,341.92130278,-84.58669861
BIV,642.74277778,-86.10783333
HTL,44.35986903,-84.66948303
5Y2,444.33123611,-84.79098611
OZW,542.62942778,-83.98219306
Y65,545.40617083,-84.59840000
Y88,944.60570414,-85.75679011
Y70,142.93792786,-85.06057303
IMT,45.81835639,-88.11454444
Y73,446.07881944,-88.63550000
IWD,146.52748139,-90.13139444
M61,446.34521861,-87.78846806
JXN,542.26044306,-84.46213861
08C,42.93672264,-85.80575250
4N0,642.28892639,-85.75001056
AZO,842.23438889,-85.55155556
Y89,144.72518889,-85.20329028
24M,143.24474639,-85.71170889
Y91,44.32013764,-85.17019742
D15,443.64447278,-84.98196833
13C,43.45225000,-85.26463889
DUH,341.73587500,-83.65576389
LAN,142.77864750,-84.58620556
D95,643.06647222,-83.27155556
9G2,842.80761111,-83.76897222
24C,142.95465833,-85.34561667
LDM,943.96253111,-86.40791639
MCD,145.86498333,-84.63709444
D90,844.92366064,-85.06764847
75G,642.19509722,-84.03086111
MBL,144.27246500,-86.24690083
ISQ,245.97463889,-86.17183333
76G,942.72137917,-82.59626528
77G,443.31183306,-83.09092028
SAW,846.34915833,-87.39637167
RMY,842.25119317,-84.95544431
TEW,542.56576778,-84.42320611
27C,43.63004631,-85.26148936
0C5,143.57701111,-85.28400000
MNM,645.12668917,-87.63854194
IKW,143.66292556,-84.26131278
51M,444.67485361,-84.12204778
TTF,741.93988889,-83.43466667
6Y0,244.46298322,-84.99659808
MTC,542.61251111,-82.83695833
MOP,543.62163889,-84.73730556
5Y7,646.35411667,-86.62099028
MKG,643.16767278,-86.23543806
3NP,42.17100381,-84.25930872
26W,42.20972222,-84.23166667
6H4,342.15576389,-84.33431944
ERY,446.31100000,-85.45716667
6Y5,646.69334583,-85.42209583
Y47,42.50312389,-83.62370139
3TR,41.83588889,-86.22516667
5D5,145.16434686,-85.57547811
6Y3,145.48209722,-85.78083333
5N7,943.09719056,-86.09461861
73G,743.07261500,-86.02963600
C88,43.13909028,-84.22250139
OGM,446.84547028,-89.36709167
OSC,144.45152389,-83.39416472
RNP,942.99297222,-84.13850000
2C5,642.25298472,-85.85165417
PLN,245.57091667,-84.79672222
52I,343.84683889,-84.01279444
61D,242.46779100,-85.64801344
1D2,242.34780556,-83.45633333
PTK,42.66563619,-83.42050564
29C,944.04677778,-82.91441667
PHN,42.91095861,-82.52884972
M86,842.47097222,-86.12563889
57D,542.73675156,-82.88883756
60D,543.43847553,-83.63415300
D99,442.80069028,-82.65979028
6Y4,346.05206250,-87.25829028
35C,943.12863333,-85.50518611
PZQ,845.40708333,-83.81286111
D98,642.79633056,-82.97424861
3RC,44.47369628,-84.56367417
HYX,543.43337444,-83.86230194
MBS,543.53292694,-84.07963583
6Y6,944.36800347,-84.40215556
83D,745.89144444,-84.73813889
3S5,743.03619444,-84.43418056
97G,943.00003194,-84.59582028
M99,643.06120000,-84.54838889
96G,143.37572222,-82.81883333
Y83,943.45563561,-82.84178119
ANJ,246.47922222,-84.36838889
CIU,146.25075167,-84.47238417
98G,943.72950753,-83.46360225
6Y9,546.50865278,-88.70584722
LWA,242.35132639,-86.25573750
8D4,543.12743750,-85.67913000
38C,343.59847222,-85.49247222
IRS,141.81328761,-85.43896072
C43,542.77003194,-84.96495750
3TE,242.02511083,-83.93929694
34G,41.97504500,-83.92521917
22T,742.03384864,-83.87835353
7Y2,944.51779461,-85.97056783
HAI,541.95974028,-85.59306222
Y30,45.53112194,-84.55698167
TVC,44.74157861,-85.58187000
4M0,644.69615278,-85.91404861
VLL,42.54294444,-83.17788889
40C,42.20072172,-86.24936556
41C,242.69166528,-85.64720833
D11,343.72064861,-85.00224306
Y31,344.24481694,-84.17980861
3F5,442.91155986,-84.67486425
42C,143.55984722,-85.77415278
53W,43.55460278,-84.97896389
D20,343.11105139,-82.78671806
4Y8,343.20224444,-82.75388889
Z98,642.81717639,-85.92791667
D00,147.26046750,-96.40026389
AIT,746.54846194,-93.67663217
ROAD,46.93833333,-94.75703333
AEL,843.68131425,-93.36814836
AXN,145.86630556,-95.39466667
AQP,945.22750175,-96.00452942
AUM,343.66263889,-92.93291667
7Y3,46.82717500,-94.50678611
7Y4,247.52403125,-95.36371250
BDE,848.73025000,-94.61105556
BJI,47.51072222,-94.93472222
BBB,545.33191667,-95.65058333
7Y9,748.20047531,-93.76238592
FOZ,347.78393403,-93.65099369
SBU,443.59536111,-94.09286111
9Y0,847.55824444,-93.87006389
BRD,646.40422222,-94.13380556
INC,446.59583333,-94.22000000
6D1,445.49751333,-95.10261917
CFE,645.15883333,-93.84330556
CHU,543.59635861,-91.50394639
CBG,945.55749472,-93.26418444
RYM,46.09065811,-94.36048567
CNB,344.72950000,-96.26602778
8Y5,546.11301944,-94.90668972
8Y6,445.44441000,-93.97109167
COQ,146.70111111,-92.50355556
CQM,147.82228169,-92.68952500
CKN,547.84083417,-96.62221000
DTL,346.82304611,-95.88278583
TOB,544.01799564,-92.83162006
DLH,846.84206975,-92.19323722
DYT,846.72212250,-92.04438583
9Y2,946.38385556,-94.37361389
Y63,445.98616667,-95.98575000
ELO,47.82401308,-91.82932058
EVM,147.42416667,-92.49655556
FRM,43.64393833,-94.41561583
FBL,44.32896939,-93.31307364
FFM,346.28439500,-96.15668750
D14,647.55185778,-96.29215528
25D,45.24740972,-92.99285417
FSE,947.59283000,-95.77348806
GYL,644.75600583,-94.08146056
GHW,345.64383014,-95.32044892
CKC,447.83843167,-90.38457806
RD,447.82283333,-90.40730556
GPZ,547.20928389,-93.50994472
RD,647.21974444,-93.51267500
GDB,944.75245922,-95.55553008
3G2,848.29408333,-95.62597222
HCO,648.75273139,-96.94300306
04Y,146.88377778,-96.35061111
1D6,644.73110253,-94.71378600
05Y,246.30398889,-95.44225833
06Y,945.82996056,-96.16061444
HIB,747.38657500,-92.83897806
07Y,46.95589500,-93.59744289
04W,446.02286811,-92.89517442
HCD,344.85988889,-94.38250000
INL,148.56558778,-93.40217917
MJQ,943.65078472,-94.98657472
23D,848.57760139,-96.54126806
12Y,844.44088808,-93.91584728
LJF,145.09713889,-94.50725000
LXL,545.94906500,-94.34703639
13Y,48.40827778,-93.57942500
14Y,745.89759417,-94.87362278
XVG,246.98990750,-94.20363194
LYV,143.61676925,-96.21773639
DXX,44.98643528,-96.17785950
3N8,547.26050517,-95.92808683
MKT,44.22277778,-93.91930556
MGG,145.23599556,-93.98559389
MML,344.45172222,-95.82441667
HZX,246.61879722,-93.30981111
18Y,845.77246472,-93.63218444
MIC,45.06246944,-93.35396528
LVN,44.62786111,-93.22809444
MSP,44.88197222,-93.22177778
FCM,544.82750722,-93.45857167
ANE,145.14488889,-93.21019444
MVE,944.96919444,-95.71038889
JKJ,346.83927778,-96.66402778
MZH,146.41861111,-92.80477778
JMR,745.89189833,-93.27294917
MOX,345.56359139,-95.96502750
ULM,844.31838667,-94.50164333
43Y,347.88799378,-94.25812917
OVL,644.77858333,-95.03278056
ORB,848.01591667,-92.85605556
VVV,845.30412944,-96.42460889
OWA,144.12295181,-93.25882642
PKD,346.90120381,-95.07310625
