airport,runway,lat,lon,reciprocal,reciprocal_lat,reciprocal_lon
RDG,36,40.37081661,-75.96014944,18,40.38482275,-75.96266708
RVL,06,40.67285450,-77.63362053,24,40.68190453,-77.62006319
RVL,24,40.68190453,-77.62006319,06,40.67285450,-77.63362053
OYM,10,41.41248250,-78.51048111,28,41.41248528,-78.49480639
OYM,28,41.41248528,-78.49480639,10,41.41248250,-78.51048111
SEG,17,40.82732697,-76.86726369,35,40.82633406,-76.86675686
SEG,35,40.82633406,-76.86675686,17,40.82732697,-76.86726369
N79,08,40.83555653,-76.55813572,26,40.83828839,-76.54677686
N79,26,40.83828839,-76.54677686,08,40.83555653,-76.55813572
69N,01,40.76022542,-75.60489694,19,40.76696267,-75.60480353
69N,19,40.76696267,-75.60480353,01,40.76022542,-75.60489694
S37,10,40.04139167,-76.20680000,28,40.04147500,-76.20495833
S37,28,40.04147500,-76.20495833,10,40.04139167,-76.20680000
2G9,07,40.03505083,-79.02241694,25,40.04269083,-79.00757333
2G9,25,40.04269083,-79.00757333,07,40.03505083,-79.02241694
2G9,14,40.04029722,-79.01951389,32,40.03969167,-79.01861389
2G9,32,40.03969167,-79.01861389,14,40.04029722,-79.01951389
UNV,06,40.84444578,-77.85722486,24,40.85557764,-77.83794681
UNV,24,40.85557764,-77.83794681,06,40.84444578,-77.85722486
0P2,06U,39.79542222,-76.64780833,24U,39.79708611,-76.64497778
0P2,24U,39.79708611,-76.64497778,06U,39.79542222,-76.64780833
6G1,01,41.60210161,-79.74086881,19,41.61553422,-79.74177864
6G1,19,41.61553422,-79.74177864,01,41.60210161,-79.74086881
N57,06,39.82697433,-75.77446106,24,39.83405072,-75.76504564
N57,24,39.83405072,-75.76504564,06,39.82697433,-75.77446106
N27,05,41.73517811,-76.45165678,23,41.74484322,-76.44261086
N27,23,41.74484322,-76.44261086,05,41.73517811,-76.45165678
74N,05,40.55664722,-76.56254444,23,40.56134444,-76.55688056
74N,23,40.56134444,-76.55688056,05,40.55664722,-76.56254444
76N,01,41.52542500,-75.94549722,19,41.53090278,-75.94626389
76N,19,41.53090278,-75.94626389,01,41.52542500,-75.94549722
AFJ,09,40.13588481,-80.29910578,27,40.13707558,-80.28127803
AFJ,27,40.13707558,-80.28127803,09,40.13588481,-80.29910578
WAY,09,39.90021944,-80.13681944,27,39.90207778,-80.12458333
WAY,27,39.90207778,-80.12458333,09,39.90021944,-80.13681944
N38,10,41.72769650,-77.40309453,28,41.72806236,-77.38992892
N38,28,41.72806236,-77.38992892,10,41.72769650,-77.40309453
N38,11,41.72812939,-77.39587631,29,41.72831183,-77.39010886
N38,29,41.72831183,-77.39010886,11,41.72812939,-77.39587631
2N5,05,40.04677222,-76.97998889,23,40.04742269,-76.97931439
2N5,23,40.04742269,-76.97931439,05,40.04677222,-76.97998889
OQN,09,39.98904794,-75.58771064,27,39.98912817,-75.58727589
OQN,27,39.98912817,-75.58727589,09,39.98904794,-75.58771064
AVP,04,41.32869781,-75.73153136,22,41.34602236,-75.71677436
AVP,22,41.34602236,-75.71677436,04,41.32869781,-75.73153136
AVP,10,41.34060167,-75.72990594,28,41.34024611,-75.71425389
AVP,28,41.34024611,-75.71425389,10,41.34060167,-75.72990594
WBW,07,41.29442411,-75.85615075,25,41.29992272,-75.84626567
WBW,25,41.29992272,-75.84626567,07,41.29442411,-75.85615075
WBW,09,41.29684608,-75.85772708,27,41.29725478,-75.85534422
WBW,27,41.29725478,-75.85534422,09,41.29684608,-75.85772708
IPT,09,41.23843681,-76.93565008,27,41.24266433,-76.91147703
IPT,27,41.24266433,-76.91147703,09,41.23843681,-76.93565008
IPT,12,41.24503922,-76.92649669,30,41.24180806,-76.91156017
IPT,30,41.24180806,-76.91156017,12,41.24503922,-76.92649669
THV,17,39.92346811,-76.87688256,35,39.92148817,-76.87570158
THV,35,39.92148817,-76.87570158,17,39.92346811,-76.87688256
PJC,17,40.80934528,-80.16338139,35,40.79606097,-80.15881850
PJC,35,40.79606097,-80.15881850,17,40.80934528,-80.16338139
BQN,08,18.48998350,-67.14553814,26,18.49030778,-67.14446667
BQN,26,18.49030778,-67.14446667,08,18.48998350,-67.14553814
ABO,08,18.44887436,-66.68075497,26,18.45294892,-66.67014614
ABO,26,18.45294892,-66.67014614,08,18.44887436,-66.68075497
RVR,07,18.23628217,-65.65630292,25,18.24013333,-65.65069167
RVR,25,18.24013333,-65.65069167,07,18.23628217,-65.65630292
X63,10,18.13826939,-65.80423328,28,18.13786764,-65.79716922
X63,28,18.13786764,-65.79716922,10,18.13826939,-65.80423328
CPX,13,18.31481389,-65.30708178,31,18.31110483,-65.30068386
CPX,31,18.31110483,-65.30068386,13,18.31481389,-65.30708178
VQS,09,18.13344972,-65.49962225,27,18.13357711,-65.49906181
VQS,27,18.13357711,-65.49906181,09,18.13344972,-65.49962225
MAZ,09,18.25407978,-67.15547544,27,18.25427178,-67.15463717
MAZ,27,18.25427178,-67.15463717,09,18.25407978,-67.15547544
PSE,12,18.01216975,-66.57547342,30,18.01057697,-66.57032675
PSE,30,18.01057697,-66.57032675,12,18.01216975,-66.57547342
SIG,09,18.45583653,-66.10638797,27,318.45593925,-66.10553481
SIG,27,318.45593925,-66.10553481,09,18.45583653,-66.10638797
SJU,08,18.43832425,-66.01591986,26,18.43875528,-66.01485733
SJU,26,18.43875528,-66.01485733,08,18.43832425,-66.01591986
SJU,10,18.43355811,-66.01372719,28,18.43350297,-65.99059972
SJU,28,18.43350297,-65.99059972,10,18.43355811,-66.01372719
MDY,06,28.19757397,-177.39258328,24,28.20539264,-177.37003369
MDY,24,28.20539264,-177.37003369,06,28.19757397,-177.39258328
AWK,10,19.28525278,166.62267500,28,19.27973333,166.65062222
AWK,28,19.27973333,166.65062222,10,19.28525278,166.62267500
BID,10,41.16774644,-71.58235842,28,41.16849017,-71.57332444
BID,28,41.16849017,-71.57332444,10,41.16774644,-71.58235842
UUU,04,41.52758292,-71.28305483,22,41.53511153,-71.27863239
UUU,22,41.53511153,-71.27863239,04,41.52758292,-71.28305483
UUU,16,41.53658369,-71.28519131,34,41.53079403,-71.27949800
UUU,34,41.53079403,-71.27949800,16,41.53658369,-71.28519131
OQU,05,41.58859475,-71.41318606,23,41.59764408,-71.40490892
OQU,23,41.59764408,-71.40490892,05,41.58859475,-71.41318606
OQU,16,41.60772597,-71.42167017,34,41.59198867,-71.40699278
OQU,34,41.59198867,-71.40699278,16,41.60772597,-71.42167017
SFZ,05,41.91663464,-71.49582403,23,41.92826283,-71.48606972
SFZ,23,41.92826283,-71.48606972,05,41.91663464,-71.49582403
SFZ,15,41.92144500,-71.49595433,33,41.91474403,-71.48829356
SFZ,33,41.91474403,-71.48829356,15,41.92144500,-71.49595433
PVD,05,41.71026161,-71.43794933,23,41.73047186,-71.42098100
PVD,23,41.73047186,-71.42098100,05,41.71026161,-71.43794933
PVD,16,41.73165439,-71.43217478,34,41.73043975,-71.43088883
PVD,34,41.73043975,-71.43088883,16,41.73165439,-71.43217478
WST,07,41.34559778,-71.81058972,25,41.35218750,-71.79889472
WST,25,41.35218750,-71.79889472,07,41.34559778,-71.81058972
WST,14,41.35388194,-71.80759111,32,41.34688333,-71.79655833
WST,32,41.34688333,-71.79655833,14,41.35388194,-71.80759111
08R,11,41.48991525,-71.62448492,29,41.48909350,-71.61679092
08R,29,41.48909350,-71.61679092,11,41.48991525,-71.62448492
2Q0,09,34.42891389,-80.07260000,27,34.42893056,-80.06727778
2Q0,27,34.42893056,-80.06727778,09,34.42891389,-80.07260000
AIK,01,33.64352383,-81.68088961,19,33.65396514,-81.68080792
AIK,19,33.65396514,-81.68080792,01,33.64352383,-81.68088961
AIK,07,33.64607100,-81.69578172,25,33.65355208,-81.68007983
AIK,25,33.65355208,-81.68007983,07,33.64607100,-81.69578172
AQX,17,33.00163878,-81.27273194,35,32.98858433,-81.26774156
AQX,35,32.98858433,-81.26774156,17,33.00163878,-81.27273194
AND,05,34.48859153,-82.71591444,23,34.50006833,-82.70161406
AND,23,34.50006833,-82.70161406,05,34.48859153,-82.71591444
AND,17,34.50155108,-82.71214164,35,34.48823917,-82.70810367
AND,35,34.48823917,-82.70810367,17,34.50155108,-82.71214164
PHH,18,33.45578611,-79.52683250,36,33.44761333,-79.52552083
PHH,36,33.44761333,-79.52552083,18,33.45578611,-79.52683250
99N,05,33.30094958,-81.11247631,23,33.30811442,-81.10434003
99N,23,33.30811442,-81.10434003,05,33.30094958,-81.11247631
BNL,05,33.25300278,-81.39784444,23,33.26174722,-81.38731389
BNL,23,33.26174722,-81.38731389,05,33.25300278,-81.39784444
BNL,17,33.26455375,-81.38716889,35,33.25129944,-81.38155881
BNL,35,33.25129944,-81.38155881,17,33.26455375,-81.38716889
ARW,07,32.40982503,-80.63920325,25,32.41448731,-80.62952758
ARW,25,32.41448731,-80.62952758,07,32.40982503,-80.63920325
NBC,05,32.47055756,-80.73046658,23,32.49553719,-80.70406219
NBC,23,32.49553719,-80.70406219,05,32.47055756,-80.73046658
NBC,14,32.48459997,-80.73138803,32,32.46896739,-80.71314236
NBC,32,32.46896739,-80.71314236,14,32.48459997,-80.73138803
BBP,07,34.61801322,-79.74137031,25,34.62539878,-79.72734742
BBP,25,34.62539878,-79.72734742,07,34.61801322,-79.74137031
52J,06,34.24169167,-80.24012500,24,34.24727778,-80.23194167
52J,24,34.24727778,-80.23194167,06,34.24169167,-80.24012500
CDN,06,34.27918967,-80.57138114,24,34.28769850,-80.55838456
CDN,24,34.28769850,-80.55838456,06,34.27918967,-80.57138114
CDN,14,34.28673964,-80.56833411,32,34.28094114,-80.56128292
CDN,32,34.28094114,-80.56128292,14,34.28673964,-80.56833411
JZI,04,32.69111811,-80.00583042,22,32.70114839,-79.99835964
JZI,22,32.70114839,-79.99835964,04,32.69111811,-80.00583042
JZI,09,32.70485519,-80.01289644,27,32.70504828,-79.99550639
JZI,27,32.70504828,-79.99550639,09,32.70485519,-80.01289644
CHS,03,32.88481833,-80.04560272,21,32.90233750,-80.03618028
CHS,21,32.90233750,-80.03618028,03,32.88481833,-80.04560272
CHS,15,32.91302256,-80.04811894,33,32.89217872,-80.03232750
CHS,33,32.89217872,-80.03232750,15,32.91302256,-80.04811894
CQW,08,34.71053353,-79.96482369,26,34.71521311,-79.94918278
CQW,26,34.71521311,-79.94918278,08,34.71053353,-79.96482369
DCM,05,34.78441233,-81.19965561,23,34.78592222,-81.19708056
DCM,23,34.78592222,-81.19708056,05,34.78441233,-81.19965561
DCM,17,34.79696497,-81.20039578,35,34.78352597,-81.19694436
DCM,35,34.78352597,-81.19694436,17,34.79696497,-81.20039578
CEU,07,34.66962800,-82.89359275,25,34.67482561,-82.87820036
CEU,25,34.67482561,-82.87820036,07,34.66962800,-82.89359275
9W9,05,34.55886586,-79.54109156,23,34.56398547,-79.53507789
9W9,23,34.56398547,-79.53507789,05,34.55886586,-79.54109156
CAE,05,33.92852483,-81.12396683,23,33.94416303,-81.10542672
CAE,23,33.94416303,-81.10542672,05,33.92852483,-81.12396683
CAE,11,33.94414842,-81.13775331,29,33.93816503,-81.11032069
CAE,29,33.93816503,-81.11032069,11,33.94414842,-81.13775331
CUB,13,33.97445628,-81.00199258,31,33.96647386,-80.98852131
CUB,31,33.96647386,-80.98852131,13,33.97445628,-81.00199258
HYW,04,33.82334961,-79.12599703,22,33.83362536,-79.11835561
HYW,22,33.83362536,-79.11835561,04,33.82334961,-79.12599703
6J7,16,34.28560758,-79.92957636,34,34.27743392,-79.92566461
6J7,34,34.27743392,-79.92566461,16,34.28560758,-79.92957636
UDG,05,34.44202031,-79.89271906,23,34.45295689,-79.88012861
UDG,23,34.45295689,-79.88012861,05,34.44202031,-79.89271906
DLC,07,34.44724278,-79.37306028,25,34.45086167,-79.36412000
DLC,25,34.45086167,-79.36412000,07,34.44724278,-79.37306028
MMT,05,33.92733611,-80.80580556,23,33.93132500,-80.80113889
MMT,23,33.93132500,-80.80113889,05,33.92733611,-80.80580556
MMT,14,33.92743889,-80.81128611,32,33.91022222,-80.78993333
MMT,32,33.91022222,-80.78993333,14,33.92743889,-80.81128611
7S1,16,33.00169722,-81.20943611,34,32.99550278,-81.20725000
7S1,34,32.99550278,-81.20725000,16,33.00169722,-81.20943611
FLO,01,34.17605364,-79.72481356,19,34.19253336,-79.72429636
FLO,19,34.19253336,-79.72429636,01,34.17605364,-79.72481356
FLO,09,34.18534686,-79.73394358,27,34.18735358,-79.71258261
FLO,27,34.18735358,-79.71258261,09,34.18534686,-79.73394358
GGE,05,33.30752994,-79.32842072,23,33.31990961,-79.31542419
GGE,23,33.31990961,-79.31542419,05,33.30752994,-79.32842072
GGE,11,33.30957153,-79.32547069,29,33.30709936,-79.31090931
GGE,29,33.30709936,-79.31090931,11,33.30957153,-79.32547069
GMU,01,34.84050439,-82.34858781,19,34.85531778,-82.34821122
GMU,19,34.85531778,-82.34821122,01,34.84050439,-82.34858781
GMU,10,34.84808744,-82.35881661,28,34.84807072,-82.35792842
GMU,28,34.84807072,-82.35792842,10,34.84808744,-82.35881661
GYH,05,34.74989081,-82.38496878,23,34.76673392,-82.36785725
GYH,23,34.76673392,-82.36785725,05,34.74989081,-82.38496878
GRD,05,34.24913333,-82.16017778,23,34.25626944,-82.15192222
GRD,23,34.25626944,-82.15192222,05,34.24913333,-82.16017778
GRD,09,34.24815797,-82.16732108,27,34.24930719,-82.15083047
GRD,27,34.24930719,-82.15083047,09,34.24815797,-82.16732108
GSP,04,34.88288517,-82.22863528,22,34.90845617,-82.20908042
GSP,22,34.90845617,-82.20908042,04,34.88288517,-82.22863528
GSP,10,35.03390278,-82.30133333,28,35.03421111,-82.29568333
GSP,28,35.03421111,-82.29568333,10,35.03390278,-82.30133333
3J0,11,32.86821350,-81.08647561,29,32.86480875,-81.07546519
3J0,29,32.86480875,-81.07546519,11,32.86821350,-81.08647561
HVS,03,34.39672408,-80.12238692,21,34.40942350,-80.11606539
HVS,21,34.40942350,-80.11606539,03,34.39672408,-80.12238692
HXD,03,32.21832200,-80.70095231,21,32.21905472,-80.70053067
HXD,21,32.21905472,-80.70053067,03,32.21832200,-80.70095231
5J5,04,33.29761111,-80.39744444,22,33.30543889,-80.38871667
5J5,22,33.30543889,-80.38871667,04,33.29761111,-80.39744444
CKI,14,33.72184261,-79.86306967,32,33.71261108,-79.85089119
CKI,32,33.71261108,-79.85089119,14,33.72184261,-79.86306967
CKI,17,33.77463889,-79.96716667,35,33.76902778,-79.96533333
CKI,35,33.76902778,-79.96533333,17,33.77463889,-79.96716667
51J,01,33.84852806,-79.76877833,19,33.85863306,-79.76745917
51J,19,33.85863306,-79.76745917,01,33.84852806,-79.76877833
LKR,06,34.71859708,-80.86310850,24,34.71874789,-80.86280972
LKR,24,34.71874789,-80.86280972,06,34.71859708,-80.86310850
33A,14,35.16007019,-82.12695225,32,35.15458575,-82.12052467
33A,32,35.15458575,-82.12052467,14,35.16007019,-82.12695225
LUX,08,34.50542714,-81.95335553,26,34.50879375,-81.94054092
LUX,26,34.50879375,-81.94054092,08,34.50542714,-81.95335553
5J9,08,34.08697892,-78.87077875,26,34.08713333,-78.87014444
5J9,26,34.08713333,-78.87014444,08,34.08697892,-78.87077875
S19,18,33.91302611,-82.26720417,36,33.90315056,-82.26663111
S19,36,33.90315056,-82.26663111,18,33.91302611,-82.26720417
MNI,02,33.58226217,-80.20991581,20,33.59193911,-80.20742400
MNI,20,33.59193911,-80.20742400,02,33.58226217,-80.20991581
MAO,04,34.17607289,-79.33895078,22,34.18625908,-79.33048797
MAO,22,34.18625908,-79.33048797,04,34.17607289,-79.33895078
MKS,05,33.17979706,-80.04253222,23,33.18110817,-80.04108708
MKS,23,33.18110817,-80.04108708,05,33.17979706,-80.04253222
LRO,17,32.90279058,-79.78421569,35,32.89288431,-79.78150358
LRO,35,32.89288431,-79.78150358,17,32.90279058,-79.78421569
MYR,18,33.69252336,-78.93151397,36,33.66695892,-78.92513000
MYR,36,33.66695892,-78.92513000,18,33.69252336,-78.93151397
EOE,04,34.30492981,-81.64463433,22,34.31371561,-81.63667450
EOE,22,34.31371561,-81.63667450,04,34.30492981,-81.64463433
XNO,051,33.60737333,-81.07727833,231,33.61433250,-81.06934306
XNO,231,33.61433250,-81.06934306,051,33.60737333,-81.07727833
XNO,06,33.60085861,-81.09714806,24,33.60248944,-81.09450472
XNO,24,33.60248944,-81.09450472,06,33.60085861,-81.09714806
CRE,05,33.80603381,-78.73105242,23,33.81746558,-78.71683253
CRE,23,33.81746558,-78.71683253,05,33.80603381,-78.73105242
OGB,05,33.45638317,-80.86388650,23,33.46554314,-80.85393714
OGB,23,33.46554314,-80.85393714,05,33.45638317,-80.86388650
OGB,17,33.46077739,-80.86176719,35,33.44630278,-80.85787247
OGB,35,33.44630278,-80.85787247,17,33.46077739,-80.86176719
1DS,02,33.47299983,-80.78019983,20,33.48619983,-80.77552583
1DS,20,33.48619983,-80.77552583,02,33.47299983,-80.78019983
PYG,06,34.73916069,-80.34953750,24,34.74510967,-80.34083156
PYG,24,34.74510967,-80.34083156,06,34.73916069,-80.34953750
PYG,07,34.74305556,-80.39222222,25,34.74555556,-80.38555556
PYG,25,34.74555556,-80.38555556,07,34.74305556,-80.39222222
6J0,18,33.80050847,-81.24701731,36,33.78875342,-81.24470767
6J0,36,33.78875342,-81.24470767,18,33.80050847,-81.24701731
LQK,05,34.80502181,-82.70865469,23,34.81492231,-82.69710500
LQK,23,34.81492231,-82.69710500,05,34.80502181,-82.70865469
3J1,18,32.50260714,-80.99264922,36,32.49109403,-80.99364847
3J1,36,32.49109403,-80.99364847,18,32.50260714,-80.99264922
UZA,02,34.98041486,-81.05896436,20,34.99523736,-81.05538783
UZA,20,34.99523736,-81.05538783,02,34.98041486,-81.05896436
6J2,05,33.19244778,-80.51222944,23,33.19857167,-80.50471889
6J2,23,33.19857167,-80.50471889,05,33.19244778,-80.51222944
6J4,01,33.92246111,-81.79541667,19,33.93112500,-81.79383889
6J4,19,33.93112500,-81.79383889,01,33.92246111,-81.79541667
SPA,05,34.91039217,-81.96224764,23,34.92241806,-81.94929283
SPA,23,34.92241806,-81.94929283,05,34.91039217,-81.96224764
DYB,06,33.05776322,-80.28709053,24,33.06676639,-80.27476231
DYB,24,33.06676639,-80.27476231,06,33.05776322,-80.28709053
SSC,04R,33.96331100,-80.47616194,22L,33.98141244,-80.46111114
SSC,22L,33.98141244,-80.46111114,04R,33.96331100,-80.47616194
SMS,05,33.99018942,-80.36771242,23,34.00121356,-80.35529581
SMS,23,34.00121356,-80.35529581,05,33.99018942,-80.36771242
SMS,14,33.99675997,-80.36467356,32,33.99087947,-80.35735906
SMS,32,33.99087947,-80.35735906,14,33.99675997,-80.36467356
58J,14,34.13894831,-79.92451269,32,34.13220308,-79.91830661
58J,32,34.13220308,-79.91830661,14,34.13894831,-79.92451269
6J6,11,33.73746736,-81.82387211,29,33.73553722,-81.81549947
6J6,29,33.73553722,-81.81549947,11,33.73746736,-81.82387211
6J6,15,33.73923133,-81.81873992,33,33.73573878,-81.81562819
6J6,33,33.73573878,-81.81562819,15,33.73923133,-81.81873992
35A,05,34.68367122,-81.64544053,23,34.69022683,-81.63688789
35A,23,34.69022683,-81.63688789,05,34.68367122,-81.64544053
RBW,05,32.91572231,-80.64534578,23,32.92757642,-80.63174417
RBW,23,32.92757642,-80.63174417,05,32.91572231,-80.64534578
RBW,17,32.92799333,-80.64505053,35,32.91280589,-80.64043058
RBW,35,32.91280589,-80.64043058,17,32.92799333,-80.64505053
FDW,04,34.31006047,-81.11393186,22,34.31056389,-81.11345556
FDW,22,34.31056389,-81.11345556,04,34.31006047,-81.11393186
ABR,13,45.45523589,-98.42803733,31,45.44184078,-98.40904583
ABR,31,45.44184078,-98.40904583,13,45.45523589,-98.42803733
ABR,17,45.45215619,-98.42734475,35,45.43707192,-98.42732294
ABR,35,45.43707192,-98.42732294,17,45.45215619,-98.42734475
3A9,04,44.39180278,-97.12552222,22,44.39648056,-97.11905833
3A9,22,44.39648056,-97.11905833,04,44.39180278,-97.12552222
3A9,14,44.39713056,-97.12637222,32,44.39002778,-97.12057500
3A9,32,44.39002778,-97.12057500,14,44.39713056,-97.12637222
EFC,14,44.73966914,-103.86602747,32,44.72874675,-103.85795683
EFC,32,44.72874675,-103.85795683,14,44.73966914,-103.86602747
EFC,18,44.73989942,-103.86011108,36,44.73014353,-103.86305528
EFC,36,44.73014353,-103.86305528,18,44.73989942,-103.86011108
6V5,11,45.52076092,-102.47373211,29,45.51592108,-102.46193711
6V5,29,45.51592108,-102.46193711,11,45.52076092,-102.47373211
8SD,13,45.44349167,-99.67945000,31,45.43563056,-99.67096944
8SD,31,45.43563056,-99.67096944,13,45.44349167,-99.67945000
BTN,01,45.81398628,-97.74616083,19,45.81910675,-97.74299978
BTN,19,45.81910675,-97.74299978,01,45.81398628,-97.74616083
BTN,13,45.81838108,-97.74778561,31,45.81023542,-97.73608925
BTN,31,45.81023542,-97.73608925,13,45.81838108,-97.74778561
BKX,12,44.30808053,-96.82750531,30,44.30022306,-96.80736783
BKX,30,44.30022306,-96.80736783,12,44.30808053,-96.82750531
BKX,17,44.31010139,-96.82174625,35,44.30024139,-96.82099889
BKX,35,44.30024139,-96.82099889,17,44.31010139,-96.82174625
9D2,12,45.58324139,-103.53416250,30,45.57588389,-103.52311194
9D2,30,45.57588389,-103.52311194,12,45.58324139,-103.53416250
7G9,18,43.31393611,-96.57121667,36,43.30406389,-96.57121667
7G9,36,43.30406389,-96.57121667,18,43.31393611,-96.57121667
9V9,13,43.77028606,-99.32641017,31,43.76112744,-99.31616131
9V9,31,43.76112744,-99.31616131,13,43.77028606,-99.32641017
9V9,18,43.77131253,-99.32036225,36,43.76204892,-99.32195331
9V9,36,43.76204892,-99.32195331,18,43.77131253,-99.32036225
8D7,03,44.89583922,-97.71194800,21,44.89828756,-97.70852647
8D7,21,44.89828756,-97.70852647,03,44.89583922,-97.71194800
8D7,13,44.89790633,-97.71563231,31,44.89077411,-97.70549139
8D7,31,44.89077411,-97.70549139,13,44.89790633,-97.71563231
D65,17,43.43810833,-98.39935556,35,43.42881944,-98.39818611
D65,35,43.42881944,-98.39818611,17,43.43810833,-98.39935556
CUT,08,43.73324583,-103.62988292,26,43.73407461,-103.60911336
CUT,26,43.73407461,-103.60911336,08,43.73324583,-103.62988292
6E5,16,44.43780194,-97.56063528,34,44.42829278,-97.55568528
6E5,34,44.42829278,-97.55568528,16,44.43780194,-97.56063528
RD,13,44.98844592,-101.25679014,31,44.98030969,-101.24529986
RD,31,44.98030969,-101.24529986,13,44.98844592,-101.25679014
6V0,12,43.29986111,-103.84957222,30,43.29259444,-103.83882222
6V0,30,43.29259444,-103.83882222,12,43.29986111,-103.84957222
6V0,16,43.29537222,-103.84105556,34,43.28987778,-103.84019167
6V0,34,43.28987778,-103.84019167,16,43.29537222,-103.84105556
3W8,07,45.79869444,-99.64412500,25,45.79930000,-99.63704722
3W8,25,45.79930000,-99.63704722,07,45.79869444,-99.64412500
3W8,12,45.80357333,-99.64828222,30,45.79757528,-99.63966475
3W8,30,45.79757528,-99.63966475,12,45.80357333,-99.64828222
D07,13,45.03968419,-102.02569003,31,45.03064592,-102.01568014
D07,31,45.03064592,-102.01568014,13,45.03968419,-102.02569003
3FU,13,45.03395833,-99.11711667,31,45.03344364,-99.11645261
3FU,31,45.03344364,-99.11645261,13,45.03395833,-99.11711667
4P3,10,44.00578181,-96.60028033,28,44.00296428,-96.58917083
4P3,28,44.00296428,-96.58917083,10,44.00578181,-96.60028033
4P3,18,44.00621861,-96.59059394,36,44.00087919,-96.59081683
4P3,36,44.00087919,-96.59081683,18,44.00621861,-96.59059394
0D8,04,44.98557075,-99.95899253,22,44.98964272,-99.95129156
0D8,22,44.98964272,-99.95129156,04,44.98557075,-99.95899253
0D8,13,44.99090667,-99.95667639,31,44.98122497,-99.94652950
0D8,31,44.98122497,-99.94652950,13,44.99090667,-99.95667639
9D1,13,43.22494667,-99.40812711,31,43.21763875,-99.39796703
9D1,31,43.21763875,-99.39796703,13,43.22494667,-99.40812711
2E6,18,45.53716389,-98.09397500,36,45.53634131,-98.09396372
2E6,36,45.53634131,-98.09396372,18,45.53716389,-98.09397500
5T4,12,45.85020278,-100.07739167,30,45.84637778,-100.07056389
5T4,30,45.84637778,-100.07056389,12,45.85020278,-100.07739167
9D0,13,44.54434083,-99.45605028,31,44.53719342,-99.44597325
9D0,31,44.53719342,-99.44597325,13,44.54434083,-99.45605028
HSR,01,43.36341422,-103.39236425,19,43.37490356,-103.38611992
HSR,19,43.37490356,-103.38611992,01,43.36341422,-103.39236425
HSR,06,43.36604436,-103.39435678,24,43.36865903,-103.38003683
HSR,24,43.36865903,-103.38003683,06,43.36604436,-103.39435678
9F8,13,45.26152628,-99.80231681,31,45.25359225,-99.79336228
9F8,31,45.25359225,-99.79336228,13,45.26152628,-99.80231681
8D9,13,44.03618611,-97.53831944,31,44.03069722,-97.53167778
8D9,31,44.03069722,-97.53167778,13,44.03618611,-97.53831944
8D9,18,44.03577222,-97.53144444,36,44.03489167,-97.53158889
8D9,36,44.03489167,-97.53158889,18,44.03577222,-97.53144444
HON,12,44.39241125,-98.24142333,30,44.38023108,-98.21974169
HON,30,44.38023108,-98.21974169,12,44.39241125,-98.24142333
HON,18,44.39044578,-98.22565994,36,44.37673103,-98.22555189
HON,36,44.37673103,-98.22555189,18,44.39044578,-98.22565994
3Y7,13,45.39288889,-101.44130833,31,45.38653333,-101.43383611
3Y7,31,45.38653333,-101.43383611,13,45.39288889,-101.44130833
5V8,04,43.83235833,-101.49902500,22,43.83507375,-101.49426122
5V8,22,43.83507375,-101.49426122,04,43.83235833,-101.49902500
5V8,12,43.83582500,-101.50042222,30,43.83079167,-101.49344167
5V8,30,43.83079167,-101.49344167,12,43.83582500,-101.50042222
6A6,13,43.75825556,-98.98191389,31,43.75263889,-98.97568889
6A6,31,43.75263889,-98.97568889,13,43.75825556,-98.98191389
8D8,12,43.15110556,-98.54396944,30,43.14619444,-98.53690278
8D8,30,43.14619444,-98.53690278,12,43.15110556,-98.54396944
LEM,06,45.91525683,-102.11189697,24,45.91945706,-102.10051519
LEM,24,45.91945706,-102.10051519,06,45.91525683,-102.11189697
LEM,12,45.92274283,-102.11220631,30,45.91550936,-102.09789103
LEM,30,45.91550936,-102.09789103,12,45.92274283,-102.11220631
5P2,13,45.80077281,-100.78907372,31,45.79286186,-100.77944261
5P2,31,45.79286186,-100.77944261,13,45.80077281,-100.78907372
MDS,03,44.01300064,-97.08589031,21,44.01837456,-97.08075500
MDS,21,44.01837456,-97.08075500,03,44.01300064,-97.08589031
MDS,15,44.02291342,-97.09089633,33,44.01061439,-97.08248839
MDS,33,44.01061439,-97.08248839,15,44.02291342,-97.09089633
9V6,14,43.16985914,-101.71656639,32,43.16143936,-101.70883036
9V6,32,43.16143936,-101.70883036,14,43.16985914,-101.71656639
1D1,07,45.22724669,-96.57394678,25,45.23039697,-96.56076303
1D1,25,45.23039697,-96.56076303,07,45.22724669,-96.57394678
1D1,13,45.23604497,-96.57022286,31,45.22799061,-96.55968475
1D1,31,45.22799061,-96.55968475,13,45.23604497,-96.57022286
MKA,15,44.52981847,-98.96066161,33,44.52065939,-98.95549733
MKA,33,44.52065939,-98.95549733,15,44.52981847,-98.96066161
MHE,13,43.78094733,-98.05151461,31,43.76808450,-98.03339508
MHE,31,43.76808450,-98.03339508,13,43.78094733,-98.05151461
MHE,18,43.78275436,-98.03402969,36,43.76763272,-98.03386914
MHE,36,43.76763272,-98.03386914,18,43.78275436,-98.03402969
MBG,12,45.55012072,-100.41482322,30,45.54289419,-100.40102231
MBG,30,45.54289419,-100.40102231,12,45.55012072,-100.41482322
